id	domain	guardrail	title	phase	tier	readiness	gate	status	metric	target	safety_invariant
PERF-D14-G24	D14	G24	Storage and file access: same-hardware Linux advantage	P3	T0+T1+T2	stand-in-only	claim	specified	linux_comparison_ratio	to claim superiority: TinyOS p99 <= 0.5x Linux PREEMPT_RT and <= 0.25x vanilla Linux; footprint <= 0.1x	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G25	D14	G25	Storage and file access: same-hardware ten-times RTOS claim	P3	T0+T1+T2	stand-in-only	claim	specified	rtos_comparison_ratio	to claim 10x: named primary metric improvement >= 10.0x versus median of at least 3 current RTOS baselines with equivalent safety	Bounds permissions durability policy and cancellation are checked before device access
PERF-D15-G01	D15	G01	Model mmap and page access: median latency	P6B	T1+T2	design	release	specified	latency_us_p50	p50 <= 0.1 us	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G02	D15	G02	Model mmap and page access: p99 latency	P6B	T1+T2	design	release	specified	latency_us_p99	p99 <= 0.3 us	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G03	D15	G03	Model mmap and page access: p99.9 tail latency	P6B	T1+T2	design	release	specified	latency_us_p99_9	p99.9 <= 0.5 us	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G04	D15	G04	Model mmap and page access: observed maximum and WCET bound	P6B	T1+T2	design	release	specified	latency_us_max	observed max <= 1 us and declared bound has >= 20% evidence margin	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G05	D15	G05	Model mmap and page access: jitter envelope	P6B	T1+T2	design	release	specified	latency_jitter	p99-p50 <= 0.19999999999999998 us and run-to-run p99 CV <= 5%	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G06	D15	G06	Model mmap and page access: median CPU cycles	P6B	T1+T2	design	release	specified	cpu_cycles_p50	p50 <= 300 cycles	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G07	D15	G07	Model mmap and page access: p99 CPU cycles	P6B	T1+T2	design	release	specified	cpu_cycles_p99	p99 <= 800 cycles	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G08	D15	G08	Model mmap and page access: microarchitectural efficiency	P6B	T1+T2	design	release	specified	instructions_branch_cache	retired instructions <= 1600; branch misses <= 1%; L1D misses <= 3%	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G09	D15	G09	Model mmap and page access: image and feature footprint	P6B	T1+T2	design	release	specified	image_bytes	feature code plus read-only data delta <= 256 KiB	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G10	D15	G10	Model mmap and page access: peak working memory	P6B	T1+T2	design	release	specified	working_memory_kib	peak OS-owned working memory for work unit <= 512 KiB	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G11	D15	G11	Model mmap and page access: steady-state allocation count	P6B	T1+T2	design	release	specified	allocations_per_operation	heap allocations per steady-state work unit = 0; pool claims are separately counted	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G12	D15	G12	Model mmap and page access: allocation and reclamation latency	P6B	T1+T2	design	release	specified	allocation_latency_us_max	setup or pool allocation max <= 1 us; reclamation is bounded	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G13	D15	G13	Model mmap and page access: queue residence p99	P6B	T1+T2	design	release	specified	queue_wait_us_p99	enqueue-to-service p99 <= 50 us	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G14	D15	G14	Model mmap and page access: queue processing maximum	P6B	T1+T2	design	release	specified	queue_service_us_max	service-start-to-completion max <= 100 us	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G15	D15	G15	Model mmap and page access: sustained throughput floor	P6B	T1+T2	design	release	specified	throughput_per_second	sustained throughput >= 2000000 work units/s where hardware transport is excluded as documented	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G16	D15	G16	Model mmap and page access: burst and backpressure safety	P6B	T1+T2	design	release	specified	burst_recovery	2x throughput floor for 10 s; bounded queue; safety work completes <= 1 us	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G17	D15	G17	Model mmap and page access: cold start latency	P6B	T1+T2	design	release	specified	cold_start_ms	cold start <= 5 ms with caches and device state reset as specified	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G18	D15	G18	Model mmap and page access: warm restart and reuse latency	P6B	T1+T2	design	release	specified	warm_start_us	warm restart or reuse <= 1 us	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G19	D15	G19	Model mmap and page access: isolation under competing load	P6B	T1+T2	design	release	specified	loaded_degradation	p99 degradation <= 5%; max degradation <= 10%; hard deadline misses = 0	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G20	D15	G20	Model mmap and page access: security denial cost and safety	P6B	T1+T2	design	release	specified	denial_latency_and_state	denied or malformed work completes <= 0.375 us; state changes = 0; allocations = 0	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G21	D15	G21	Model mmap and page access: exhaustion and fault containment	P6B	T1+T2	design	release	specified	fault_completion	fault decision and containment <= 1 us; leaks deadlocks and unsafe retries = 0	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G22	D15	G22	Model mmap and page access: 72-hour soak stability	P6B	T1+T2	design	release	specified	soak_drift	72 h: hard deadline misses = 0; memory growth = 0; p99 drift <= 5%; unexpected safe-state transitions = 0	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G23	D15	G23	Model mmap and page access: spoor observability overhead	P6B	T1+T2	design	release	specified	observability_overhead	spoor enabled adds <= 2% p99 and <= 2% CPU cycles; allocations = 0; torn records = 0	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G24	D15	G24	Model mmap and page access: same-hardware Linux advantage	P6B	T1+T2	design	claim	specified	linux_comparison_ratio	to claim superiority: TinyOS p99 <= 0.5x Linux PREEMPT_RT and <= 0.25x vanilla Linux; footprint <= 0.1x	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D15-G25	D15	G25	Model mmap and page access: same-hardware ten-times RTOS claim	P6B	T1+T2	design	claim	specified	rtos_comparison_ratio	to claim 10x: named primary metric improvement >= 10.0x versus median of at least 3 current RTOS baselines with equivalent safety	Every pointer is format-validated bounds-checked revocable and isolated from RT memory
PERF-D16-G01	D16	G01	Local LLM token delivery: median latency	P6	T1+T2	design	release	specified	latency_us_p50	p50 <= 2000 us	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G02	D16	G02	Local LLM token delivery: p99 latency	P6	T1+T2	design	release	specified	latency_us_p99	p99 <= 5000 us	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G03	D16	G03	Local LLM token delivery: p99.9 tail latency	P6	T1+T2	design	release	specified	latency_us_p99_9	p99.9 <= 10000 us	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G04	D16	G04	Local LLM token delivery: observed maximum and WCET bound	P6	T1+T2	design	release	specified	latency_us_max	observed max <= 20000 us and declared bound has >= 20% evidence margin	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G05	D16	G05	Local LLM token delivery: jitter envelope	P6	T1+T2	design	release	specified	latency_jitter	p99-p50 <= 3000 us and run-to-run p99 CV <= 5%	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G06	D16	G06	Local LLM token delivery: median CPU cycles	P6	T1+T2	design	release	specified	cpu_cycles_p50	p50 <= 300000 cycles	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G07	D16	G07	Local LLM token delivery: p99 CPU cycles	P6	T1+T2	design	release	specified	cpu_cycles_p99	p99 <= 1000000 cycles	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G08	D16	G08	Local LLM token delivery: microarchitectural efficiency	P6	T1+T2	design	release	specified	instructions_branch_cache	retired instructions <= 2000000; branch misses <= 1%; L1D misses <= 3%	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G09	D16	G09	Local LLM token delivery: image and feature footprint	P6	T1+T2	design	release	specified	image_bytes	feature code plus read-only data delta <= 512 KiB	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G10	D16	G10	Local LLM token delivery: peak working memory	P6	T1+T2	design	release	specified	working_memory_kib	peak OS-owned working memory for work unit <= 1024 KiB	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G11	D16	G11	Local LLM token delivery: steady-state allocation count	P6	T1+T2	design	release	specified	allocations_per_operation	heap allocations per steady-state work unit = 0; pool claims are separately counted	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G12	D16	G12	Local LLM token delivery: allocation and reclamation latency	P6	T1+T2	design	release	specified	allocation_latency_us_max	setup or pool allocation max <= 10 us; reclamation is bounded	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G13	D16	G13	Local LLM token delivery: queue residence p99	P6	T1+T2	design	release	specified	queue_wait_us_p99	enqueue-to-service p99 <= 1000 us	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G14	D16	G14	Local LLM token delivery: queue processing maximum	P6	T1+T2	design	release	specified	queue_service_us_max	service-start-to-completion max <= 5000 us	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G15	D16	G15	Local LLM token delivery: sustained throughput floor	P6	T1+T2	design	release	specified	throughput_per_second	sustained throughput >= 500 work units/s where hardware transport is excluded as documented	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G16	D16	G16	Local LLM token delivery: burst and backpressure safety	P6	T1+T2	design	release	specified	burst_recovery	2x throughput floor for 10 s; bounded queue; safety work completes <= 20000 us	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G17	D16	G17	Local LLM token delivery: cold start latency	P6	T1+T2	design	release	specified	cold_start_ms	cold start <= 5000 ms with caches and device state reset as specified	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G18	D16	G18	Local LLM token delivery: warm restart and reuse latency	P6	T1+T2	design	release	specified	warm_start_us	warm restart or reuse <= 20000 us	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G19	D16	G19	Local LLM token delivery: isolation under competing load	P6	T1+T2	design	release	specified	loaded_degradation	p99 degradation <= 5%; max degradation <= 10%; hard deadline misses = 0	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G20	D16	G20	Local LLM token delivery: security denial cost and safety	P6	T1+T2	design	release	specified	denial_latency_and_state	denied or malformed work completes <= 6250 us; state changes = 0; allocations = 0	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G21	D16	G21	Local LLM token delivery: exhaustion and fault containment	P6	T1+T2	design	release	specified	fault_completion	fault decision and containment <= 20000 us; leaks deadlocks and unsafe retries = 0	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G22	D16	G22	Local LLM token delivery: 72-hour soak stability	P6	T1+T2	design	release	specified	soak_drift	72 h: hard deadline misses = 0; memory growth = 0; p99 drift <= 5%; unexpected safe-state transitions = 0	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G23	D16	G23	Local LLM token delivery: spoor observability overhead	P6	T1+T2	design	release	specified	observability_overhead	spoor enabled adds <= 2% p99 and <= 2% CPU cycles; allocations = 0; torn records = 0	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G24	D16	G24	Local LLM token delivery: same-hardware Linux advantage	P6	T1+T2	design	claim	specified	linux_comparison_ratio	to claim superiority: TinyOS p99 <= 0.5x Linux PREEMPT_RT and <= 0.25x vanilla Linux; footprint <= 0.1x	Token production and client backpressure never block an RT task or bypass ACI
PERF-D16-G25	D16	G25	Local LLM token delivery: same-hardware ten-times RTOS claim	P6	T1+T2	design	claim	specified	rtos_comparison_ratio	to claim 10x: named primary metric improvement >= 10.0x versus median of at least 3 current RTOS baselines with equivalent safety	Token production and client backpressure never block an RT task or bypass ACI
PERF-D17-G01	D17	G01	GPU UMM and admission: median latency	P6B	T1+T2	design	release	specified	latency_us_p50	p50 <= 0.8 us	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G02	D17	G02	GPU UMM and admission: p99 latency	P6B	T1+T2	design	release	specified	latency_us_p99	p99 <= 2 us	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G03	D17	G03	GPU UMM and admission: p99.9 tail latency	P6B	T1+T2	design	release	specified	latency_us_p99_9	p99.9 <= 5 us	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G04	D17	G04	GPU UMM and admission: observed maximum and WCET bound	P6B	T1+T2	design	release	specified	latency_us_max	observed max <= 10 us and declared bound has >= 20% evidence margin	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G05	D17	G05	GPU UMM and admission: jitter envelope	P6B	T1+T2	design	release	specified	latency_jitter	p99-p50 <= 1.2 us and run-to-run p99 CV <= 5%	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G06	D17	G06	GPU UMM and admission: median CPU cycles	P6B	T1+T2	design	release	specified	cpu_cycles_p50	p50 <= 2500 cycles	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G07	D17	G07	GPU UMM and admission: p99 CPU cycles	P6B	T1+T2	design	release	specified	cpu_cycles_p99	p99 <= 8000 cycles	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G08	D17	G08	GPU UMM and admission: microarchitectural efficiency	P6B	T1+T2	design	release	specified	instructions_branch_cache	retired instructions <= 16000; branch misses <= 1%; L1D misses <= 3%	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G09	D17	G09	GPU UMM and admission: image and feature footprint	P6B	T1+T2	design	release	specified	image_bytes	feature code plus read-only data delta <= 512 KiB	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G10	D17	G10	GPU UMM and admission: peak working memory	P6B	T1+T2	design	release	specified	working_memory_kib	peak OS-owned working memory for work unit <= 1024 KiB	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G11	D17	G11	GPU UMM and admission: steady-state allocation count	P6B	T1+T2	design	release	specified	allocations_per_operation	heap allocations per steady-state work unit = 0; pool claims are separately counted	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G12	D17	G12	GPU UMM and admission: allocation and reclamation latency	P6B	T1+T2	design	release	specified	allocation_latency_us_max	setup or pool allocation max <= 10 us; reclamation is bounded	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G13	D17	G13	GPU UMM and admission: queue residence p99	P6B	T1+T2	design	release	specified	queue_wait_us_p99	enqueue-to-service p99 <= 50 us	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G14	D17	G14	GPU UMM and admission: queue processing maximum	P6B	T1+T2	design	release	specified	queue_service_us_max	service-start-to-completion max <= 100 us	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G15	D17	G15	GPU UMM and admission: sustained throughput floor	P6B	T1+T2	design	release	specified	throughput_per_second	sustained throughput >= 100000 work units/s where hardware transport is excluded as documented	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G16	D17	G16	GPU UMM and admission: burst and backpressure safety	P6B	T1+T2	design	release	specified	burst_recovery	2x throughput floor for 10 s; bounded queue; safety work completes <= 10 us	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G17	D17	G17	GPU UMM and admission: cold start latency	P6B	T1+T2	design	release	specified	cold_start_ms	cold start <= 20 ms with caches and device state reset as specified	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G18	D17	G18	GPU UMM and admission: warm restart and reuse latency	P6B	T1+T2	design	release	specified	warm_start_us	warm restart or reuse <= 10 us	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G19	D17	G19	GPU UMM and admission: isolation under competing load	P6B	T1+T2	design	release	specified	loaded_degradation	p99 degradation <= 5%; max degradation <= 10%; hard deadline misses = 0	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G20	D17	G20	GPU UMM and admission: security denial cost and safety	P6B	T1+T2	design	release	specified	denial_latency_and_state	denied or malformed work completes <= 2.5 us; state changes = 0; allocations = 0	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G21	D17	G21	GPU UMM and admission: exhaustion and fault containment	P6B	T1+T2	design	release	specified	fault_completion	fault decision and containment <= 10 us; leaks deadlocks and unsafe retries = 0	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G22	D17	G22	GPU UMM and admission: 72-hour soak stability	P6B	T1+T2	design	release	specified	soak_drift	72 h: hard deadline misses = 0; memory growth = 0; p99 drift <= 5%; unexpected safe-state transitions = 0	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G23	D17	G23	GPU UMM and admission: spoor observability overhead	P6B	T1+T2	design	release	specified	observability_overhead	spoor enabled adds <= 2% p99 and <= 2% CPU cycles; allocations = 0; torn records = 0	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G24	D17	G24	GPU UMM and admission: same-hardware Linux advantage	P6B	T1+T2	design	claim	specified	linux_comparison_ratio	to claim superiority: TinyOS p99 <= 0.5x Linux PREEMPT_RT and <= 0.25x vanilla Linux; footprint <= 0.1x	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D17-G25	D17	G25	GPU UMM and admission: same-hardware ten-times RTOS claim	P6B	T1+T2	design	claim	specified	rtos_comparison_ratio	to claim 10x: named primary metric improvement >= 10.0x versus median of at least 3 current RTOS baselines with equivalent safety	GPU stalls and vendor faults cannot hold CPU RT resources or create dual writers
PERF-D18-G01	D18	G01	HBP shared-memory transport: median latency	P4	T0+T2	design	release	specified	latency_us_p50	p50 <= 0.5 us	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G02	D18	G02	HBP shared-memory transport: p99 latency	P4	T0+T2	design	release	specified	latency_us_p99	p99 <= 2 us	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G03	D18	G03	HBP shared-memory transport: p99.9 tail latency	P4	T0+T2	design	release	specified	latency_us_p99_9	p99.9 <= 5 us	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G04	D18	G04	HBP shared-memory transport: observed maximum and WCET bound	P4	T0+T2	design	release	specified	latency_us_max	observed max <= 10 us and declared bound has >= 20% evidence margin	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G05	D18	G05	HBP shared-memory transport: jitter envelope	P4	T0+T2	design	release	specified	latency_jitter	p99-p50 <= 1.5 us and run-to-run p99 CV <= 5%	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G06	D18	G06	HBP shared-memory transport: median CPU cycles	P4	T0+T2	design	release	specified	cpu_cycles_p50	p50 <= 2000 cycles	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G07	D18	G07	HBP shared-memory transport: p99 CPU cycles	P4	T0+T2	design	release	specified	cpu_cycles_p99	p99 <= 8000 cycles	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G08	D18	G08	HBP shared-memory transport: microarchitectural efficiency	P4	T0+T2	design	release	specified	instructions_branch_cache	retired instructions <= 16000; branch misses <= 1%; L1D misses <= 3%	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G09	D18	G09	HBP shared-memory transport: image and feature footprint	P4	T0+T2	design	release	specified	image_bytes	feature code plus read-only data delta <= 128 KiB	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G10	D18	G10	HBP shared-memory transport: peak working memory	P4	T0+T2	design	release	specified	working_memory_kib	peak OS-owned working memory for work unit <= 256 KiB	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G11	D18	G11	HBP shared-memory transport: steady-state allocation count	P4	T0+T2	design	release	specified	allocations_per_operation	heap allocations per steady-state work unit = 0; pool claims are separately counted	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G12	D18	G12	HBP shared-memory transport: allocation and reclamation latency	P4	T0+T2	design	release	specified	allocation_latency_us_max	setup or pool allocation max <= 10 us; reclamation is bounded	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G13	D18	G13	HBP shared-memory transport: queue residence p99	P4	T0+T2	design	release	specified	queue_wait_us_p99	enqueue-to-service p99 <= 20 us	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G14	D18	G14	HBP shared-memory transport: queue processing maximum	P4	T0+T2	design	release	specified	queue_service_us_max	service-start-to-completion max <= 50 us	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G15	D18	G15	HBP shared-memory transport: sustained throughput floor	P4	T0+T2	design	release	specified	throughput_per_second	sustained throughput >= 500000 work units/s where hardware transport is excluded as documented	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G16	D18	G16	HBP shared-memory transport: burst and backpressure safety	P4	T0+T2	design	release	specified	burst_recovery	2x throughput floor for 10 s; bounded queue; safety work completes <= 10 us	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G17	D18	G17	HBP shared-memory transport: cold start latency	P4	T0+T2	design	release	specified	cold_start_ms	cold start <= 10 ms with caches and device state reset as specified	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G18	D18	G18	HBP shared-memory transport: warm restart and reuse latency	P4	T0+T2	design	release	specified	warm_start_us	warm restart or reuse <= 10 us	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G19	D18	G19	HBP shared-memory transport: isolation under competing load	P4	T0+T2	design	release	specified	loaded_degradation	p99 degradation <= 5%; max degradation <= 10%; hard deadline misses = 0	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G20	D18	G20	HBP shared-memory transport: security denial cost and safety	P4	T0+T2	design	release	specified	denial_latency_and_state	denied or malformed work completes <= 2.5 us; state changes = 0; allocations = 0	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G21	D18	G21	HBP shared-memory transport: exhaustion and fault containment	P4	T0+T2	design	release	specified	fault_completion	fault decision and containment <= 10 us; leaks deadlocks and unsafe retries = 0	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G22	D18	G22	HBP shared-memory transport: 72-hour soak stability	P4	T0+T2	design	release	specified	soak_drift	72 h: hard deadline misses = 0; memory growth = 0; p99 drift <= 5%; unexpected safe-state transitions = 0	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G23	D18	G23	HBP shared-memory transport: spoor observability overhead	P4	T0+T2	design	release	specified	observability_overhead	spoor enabled adds <= 2% p99 and <= 2% CPU cycles; allocations = 0; torn records = 0	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G24	D18	G24	HBP shared-memory transport: same-hardware Linux advantage	P4	T0+T2	design	claim	specified	linux_comparison_ratio	to claim superiority: TinyOS p99 <= 0.5x Linux PREEMPT_RT and <= 0.25x vanilla Linux; footprint <= 0.1x	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D18-G25	D18	G25	HBP shared-memory transport: same-hardware ten-times RTOS claim	P4	T0+T2	design	claim	specified	rtos_comparison_ratio	to claim 10x: named primary metric improvement >= 10.0x versus median of at least 3 current RTOS baselines with equivalent safety	Host failure cannot block the RT core and command frames always traverse ACI
PERF-D19-G01	D19	G01	WCI secure command transport: median latency	P4	T0+T1	design	release	specified	latency_us_p50	p50 <= 50 us	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G02	D19	G02	WCI secure command transport: p99 latency	P4	T0+T1	design	release	specified	latency_us_p99	p99 <= 100 us	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G03	D19	G03	WCI secure command transport: p99.9 tail latency	P4	T0+T1	design	release	specified	latency_us_p99_9	p99.9 <= 250 us	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G04	D19	G04	WCI secure command transport: observed maximum and WCET bound	P4	T0+T1	design	release	specified	latency_us_max	observed max <= 500 us and declared bound has >= 20% evidence margin	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G05	D19	G05	WCI secure command transport: jitter envelope	P4	T0+T1	design	release	specified	latency_jitter	p99-p50 <= 50 us and run-to-run p99 CV <= 5%	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G06	D19	G06	WCI secure command transport: median CPU cycles	P4	T0+T1	design	release	specified	cpu_cycles_p50	p50 <= 150000 cycles	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G07	D19	G07	WCI secure command transport: p99 CPU cycles	P4	T0+T1	design	release	specified	cpu_cycles_p99	p99 <= 500000 cycles	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G08	D19	G08	WCI secure command transport: microarchitectural efficiency	P4	T0+T1	design	release	specified	instructions_branch_cache	retired instructions <= 1000000; branch misses <= 1%; L1D misses <= 3%	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G09	D19	G09	WCI secure command transport: image and feature footprint	P4	T0+T1	design	release	specified	image_bytes	feature code plus read-only data delta <= 512 KiB	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G10	D19	G10	WCI secure command transport: peak working memory	P4	T0+T1	design	release	specified	working_memory_kib	peak OS-owned working memory for work unit <= 1024 KiB	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G11	D19	G11	WCI secure command transport: steady-state allocation count	P4	T0+T1	design	release	specified	allocations_per_operation	heap allocations per steady-state work unit = 0; pool claims are separately counted	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G12	D19	G12	WCI secure command transport: allocation and reclamation latency	P4	T0+T1	design	release	specified	allocation_latency_us_max	setup or pool allocation max <= 10 us; reclamation is bounded	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G13	D19	G13	WCI secure command transport: queue residence p99	P4	T0+T1	design	release	specified	queue_wait_us_p99	enqueue-to-service p99 <= 100 us	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G14	D19	G14	WCI secure command transport: queue processing maximum	P4	T0+T1	design	release	specified	queue_service_us_max	service-start-to-completion max <= 250 us	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G15	D19	G15	WCI secure command transport: sustained throughput floor	P4	T0+T1	design	release	specified	throughput_per_second	sustained throughput >= 20000 work units/s where hardware transport is excluded as documented	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G16	D19	G16	WCI secure command transport: burst and backpressure safety	P4	T0+T1	design	release	specified	burst_recovery	2x throughput floor for 10 s; bounded queue; safety work completes <= 500 us	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G17	D19	G17	WCI secure command transport: cold start latency	P4	T0+T1	design	release	specified	cold_start_ms	cold start <= 100 ms with caches and device state reset as specified	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G18	D19	G18	WCI secure command transport: warm restart and reuse latency	P4	T0+T1	design	release	specified	warm_start_us	warm restart or reuse <= 500 us	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G19	D19	G19	WCI secure command transport: isolation under competing load	P4	T0+T1	design	release	specified	loaded_degradation	p99 degradation <= 5%; max degradation <= 10%; hard deadline misses = 0	Unauthenticated replayed expired or non-authoritative commands cause zero state change
PERF-D19-G20	D19	G20	WCI secure command transport: security denial cost and safety	P4	T0+T1	design	release	specified	denial_latency_and_state	denied or malformed work completes <= 125 us; state changes = 0; allocations = 0	Unauthenticated replayed expired or non-authoritative commands cause zero state change
